#Layer Chip Chan I J K
15 221 34 14 1 15
15 221 35 13 1 15
15 222 0 24 6 15
15 222 1 23 6 15
15 222 2 22 6 15
15 222 3 21 6 15
15 222 4 20 6 15
15 222 5 19 6 15
15 222 6 24 5 15
15 222 7 23 5 15
15 222 8 22 5 15
15 222 9 21 5 15
15 222 10 20 5 15
15 222 11 19 5 15
15 222 12 24 4 15
15 222 13 23 4 15
15 222 14 22 4 15
15 222 15 21 4 15
15 222 16 20 4 15
15 222 17 19 4 15
15 222 18 24 3 15
15 222 19 23 3 15
15 222 20 22 3 15
15 222 21 21 3 15
15 222 22 20 3 15
15 222 23 19 3 15
15 222 24 24 2 15
15 222 25 23 2 15
15 222 26 22 2 15
15 222 27 21 2 15
15 222 28 20 2 15
15 222 29 19 2 15
15 222 30 24 1 15
15 222 31 23 1 15
15 222 32 22 1 15
15 222 33 21 1 15
15 222 34 20 1 15
15 222 35 19 1 15
15 223 0 13 12 15
15 223 1 14 12 15
15 223 2 15 12 15
15 223 3 16 12 15
15 223 4 17 12 15
15 223 5 18 12 15
15 223 6 13 11 15
15 223 7 14 11 15
15 223 8 15 11 15
15 223 9 16 11 15
15 223 10 17 11 15
15 223 11 18 11 15
15 223 12 13 10 15
15 223 13 14 10 15
15 223 14 15 10 15
15 223 15 16 10 15
15 223 16 17 10 15
15 223 17 18 10 15
15 223 18 13 9 15
15 223 19 14 9 15
15 223 20 15 9 15
15 223 21 16 9 15
15 223 22 17 9 15
15 223 23 18 9 15
15 223 24 13 8 15
15 223 25 14 8 15
15 223 26 15 8 15
15 223 27 16 8 15
15 223 28 17 8 15
15 223 29 18 8 15
15 223 30 13 7 15
15 223 31 14 7 15
15 223 32 15 7 15
15 223 33 16 7 15
15 223 34 17 7 15
15 223 35 18 7 15
15 224 0 19 12 15
15 224 1 20 12 15
15 224 2 21 12 15
15 224 3 22 12 15
15 224 4 23 12 15
15 224 5 24 12 15
15 224 6 19 11 15
15 224 7 20 11 15
15 224 8 21 11 15
15 224 9 22 11 15
15 224 10 23 11 15
15 224 11 24 11 15
15 224 12 19 10 15
15 224 13 20 10 15
15 224 14 21 10 15
15 224 15 22 10 15
15 224 16 23 10 15
15 224 17 24 10 15
15 224 18 19 9 15
15 224 19 20 9 15
15 224 20 21 9 15
15 224 21 22 9 15
15 224 22 23 9 15
15 224 23 24 9 15
15 224 24 19 8 15
15 224 25 20 8 15
15 224 26 21 8 15
15 224 27 22 8 15
15 224 28 23 8 15
15 224 29 24 8 15
15 224 30 19 7 15
15 224 31 20 7 15
15 224 32 21 7 15
15 224 33 22 7 15
15 224 34 23 7 15
15 224 35 24 7 15
15 225 0 6 18 15
15 225 1 5 18 15
15 225 2 4 18 15
15 225 3 3 18 15
15 225 4 2 18 15
15 225 5 1 18 15
15 225 6 6 17 15
15 225 7 5 17 15
15 225 8 4 17 15
15 225 9 3 17 15
15 225 10 2 17 15
15 225 11 1 17 15
15 225 12 6 16 15
15 225 13 5 16 15
15 225 14 4 16 15
15 225 15 3 16 15
15 225 16 2 16 15
15 225 17 1 16 15
15 225 18 6 15 15
15 225 19 5 15 15
15 225 20 4 15 15
15 225 21 3 15 15
15 225 22 2 15 15
15 225 23 1 15 15
15 225 24 6 14 15
15 225 25 5 14 15
15 225 26 4 14 15
15 225 27 3 14 15
15 225 28 2 14 15
15 225 29 1 14 15
15 225 30 6 13 15
15 225 31 5 13 15
15 225 32 4 13 15
15 225 33 3 13 15
15 225 34 2 13 15
15 225 35 1 13 15
15 226 0 12 18 15
15 226 1 11 18 15
15 226 2 10 18 15
15 226 3 9 18 15
15 226 4 8 18 15
15 226 5 7 18 15
15 226 6 12 17 15
15 226 7 11 17 15
15 226 8 10 17 15
15 226 9 9 17 15
15 226 10 8 17 15
15 226 11 7 17 15
15 226 12 12 16 15
15 226 13 11 16 15
15 226 14 10 16 15
15 226 15 9 16 15
15 226 16 8 16 15
15 226 17 7 16 15
15 226 18 12 15 15
15 226 19 11 15 15
15 226 20 10 15 15
15 226 21 9 15 15
15 226 22 8 15 15
15 226 23 7 15 15
15 226 24 12 14 15
15 226 25 11 14 15
15 226 26 10 14 15
15 226 27 9 14 15
15 226 28 8 14 15
15 226 29 7 14 15
15 226 30 12 13 15
15 226 31 11 13 15
15 226 32 10 13 15
15 226 33 9 13 15
15 226 34 8 13 15
15 226 35 7 13 15
15 227 0 1 24 15
15 227 1 2 24 15
15 227 2 3 24 15
15 227 3 4 24 15
15 227 4 5 24 15
15 227 5 6 24 15
15 227 6 1 23 15
15 227 7 2 23 15
15 227 8 3 23 15
15 227 9 4 23 15
15 227 10 5 23 15
15 227 11 6 23 15
15 227 12 1 22 15
15 227 13 2 22 15
15 227 14 3 22 15
15 227 15 4 22 15
15 227 16 5 22 15
15 227 17 6 22 15
15 227 18 1 21 15
15 227 19 2 21 15
15 227 20 3 21 15
15 227 21 4 21 15
15 227 22 5 21 15
15 227 23 6 21 15
15 227 24 1 20 15
15 227 25 2 20 15
15 227 26 3 20 15
15 227 27 4 20 15
15 227 28 5 20 15
15 227 29 6 20 15
15 227 30 1 19 15
15 227 31 2 19 15
15 227 32 3 19 15
15 227 33 4 19 15
15 227 34 5 19 15
15 227 35 6 19 15
15 228 0 7 24 15
15 228 1 8 24 15
15 228 2 9 24 15
15 228 3 10 24 15
15 228 4 11 24 15
15 228 5 12 24 15
15 228 6 7 23 15
15 228 7 8 23 15
15 228 8 9 23 15
15 228 9 10 23 15
15 228 10 11 23 15
15 228 11 12 23 15
15 228 12 7 22 15
15 228 13 8 22 15
15 228 14 9 22 15
15 228 15 10 22 15
15 228 16 11 22 15
15 228 17 12 22 15
15 228 18 7 21 15
15 228 19 8 21 15
15 228 20 9 21 15
15 228 21 10 21 15
15 228 22 11 21 15
15 228 23 12 21 15
15 228 24 7 20 15
15 228 25 8 20 15
15 228 26 9 20 15
15 228 27 10 20 15
15 228 28 11 20 15
15 228 29 12 20 15
15 228 30 7 19 15
15 228 31 8 19 15
15 228 32 9 19 15
15 228 33 10 19 15
15 228 34 11 19 15
15 228 35 12 19 15
15 229 0 18 18 15
15 229 1 17 18 15
15 229 2 16 18 15
15 229 3 15 18 15
15 229 4 14 18 15
15 229 5 13 18 15
15 229 6 18 17 15
15 229 7 17 17 15
15 229 8 16 17 15
15 229 9 15 17 15
15 229 10 14 17 15
15 229 11 13 17 15
15 229 12 18 16 15
15 229 13 17 16 15
15 229 14 16 16 15
15 229 15 15 16 15
15 229 16 14 16 15
15 229 17 13 16 15
15 229 18 18 15 15
15 229 19 17 15 15
15 229 20 16 15 15
15 229 21 15 15 15
15 229 22 14 15 15
15 229 23 13 15 15
15 229 24 18 14 15
15 229 25 17 14 15
15 229 26 16 14 15
15 229 27 15 14 15
15 229 28 14 14 15
15 229 29 13 14 15
15 229 30 18 13 15
15 229 31 17 13 15
15 229 32 16 13 15
15 229 33 15 13 15
15 229 34 14 13 15
15 229 35 13 13 15
15 230 0 24 18 15
15 230 1 23 18 15
15 230 2 22 18 15
15 230 3 21 18 15
15 230 4 20 18 15
15 230 5 19 18 15
15 230 6 24 17 15
15 230 7 23 17 15
15 230 8 22 17 15
15 230 9 21 17 15
15 230 10 20 17 15
15 230 11 19 17 15
15 230 12 24 16 15
15 230 13 23 16 15
15 230 14 22 16 15
15 230 15 21 16 15
15 230 16 20 16 15
15 230 17 19 16 15
15 230 18 24 15 15
15 230 19 23 15 15
15 230 20 22 15 15
15 230 21 21 15 15
15 230 22 20 15 15
15 230 23 19 15 15
15 230 24 24 14 15
15 230 25 23 14 15
15 230 26 22 14 15
15 230 27 21 14 15
15 230 28 20 14 15
15 230 29 19 14 15
15 230 30 24 13 15
15 230 31 23 13 15
15 230 32 22 13 15
15 230 33 21 13 15
15 230 34 20 13 15
15 230 35 19 13 15
15 231 0 13 24 15
15 231 1 14 24 15
15 231 2 15 24 15
15 231 3 16 24 15
15 231 4 17 24 15
15 231 5 18 24 15
15 231 6 13 23 15
15 231 7 14 23 15
15 231 8 15 23 15
15 231 9 16 23 15
15 231 10 17 23 15
15 231 11 18 23 15
15 231 12 13 22 15
15 231 13 14 22 15
15 231 14 15 22 15
15 231 15 16 22 15
15 231 16 17 22 15
15 231 17 18 22 15
15 231 18 13 21 15
15 231 19 14 21 15
15 231 20 15 21 15
15 231 21 16 21 15
15 231 22 17 21 15
15 231 23 18 21 15
15 231 24 13 20 15
15 231 25 14 20 15
15 231 26 15 20 15
15 231 27 16 20 15
15 231 28 17 20 15
15 231 29 18 20 15
15 231 30 13 19 15
15 231 31 14 19 15
15 231 32 15 19 15
15 231 33 16 19 15
15 231 34 17 19 15
15 231 35 18 19 15
15 232 0 19 24 15
15 232 1 20 24 15
15 232 2 21 24 15
15 232 3 22 24 15
15 232 4 23 24 15
15 232 5 24 24 15
15 232 6 19 23 15
15 232 7 20 23 15
15 232 8 21 23 15
15 232 9 22 23 15
15 232 10 23 23 15
15 232 11 24 23 15
15 232 12 19 22 15
15 232 13 20 22 15
15 232 14 21 22 15
15 232 15 22 22 15
15 232 16 23 22 15
15 232 17 24 22 15
15 232 18 19 21 15
15 232 19 20 21 15
15 232 20 21 21 15
15 232 21 22 21 15
15 232 22 23 21 15
15 232 23 24 21 15
15 232 24 19 20 15
15 232 25 20 20 15
15 232 26 21 20 15
15 232 27 22 20 15
15 232 28 23 20 15
15 232 29 24 20 15
15 232 30 19 19 15
15 232 31 20 19 15
15 232 32 21 19 15
15 232 33 22 19 15
15 232 34 23 19 15
15 232 35 24 19 15
