#Layer Chip Chan I J K
12 193 24 14 19 12
12 193 25 14 20 12
12 193 26 14 21 12
12 193 27 14 22 12
12 193 28 14 23 12
12 193 29 14 24 12
12 193 30 13 19 12
12 193 31 13 20 12
12 193 32 13 21 12
12 193 33 13 22 12
12 193 34 13 23 12
12 193 35 13 24 12
12 194 0 18 13 12
12 194 1 18 14 12
12 194 2 18 15 12
12 194 3 18 16 12
12 194 4 18 17 12
12 194 5 18 18 12
12 194 6 17 13 12
12 194 7 17 14 12
12 194 8 17 15 12
12 194 9 17 16 12
12 194 10 17 17 12
12 194 11 17 18 12
12 194 12 16 13 12
12 194 13 16 14 12
12 194 14 16 15 12
12 194 15 16 16 12
12 194 16 16 17 12
12 194 17 16 18 12
12 194 18 15 13 12
12 194 19 15 14 12
12 194 20 15 15 12
12 194 21 15 16 12
12 194 22 15 17 12
12 194 23 15 18 12
12 194 24 14 13 12
12 194 25 14 14 12
12 194 26 14 15 12
12 194 27 14 16 12
12 194 28 14 17 12
12 194 29 14 18 12
12 194 30 13 13 12
12 194 31 13 14 12
12 194 32 13 15 12
12 194 33 13 16 12
12 194 34 13 17 12
12 194 35 13 18 12
12 195 0 24 24 12
12 195 1 24 23 12
12 195 2 24 22 12
12 195 3 24 21 12
12 195 4 24 20 12
12 195 5 24 19 12
12 195 6 23 24 12
12 195 7 23 23 12
12 195 8 23 22 12
12 195 9 23 21 12
12 195 10 23 20 12
12 195 11 23 19 12
12 195 12 22 24 12
12 195 13 22 23 12
12 195 14 22 22 12
12 195 15 22 21 12
12 195 16 22 20 12
12 195 17 22 19 12
12 195 18 21 24 12
12 195 19 21 23 12
12 195 20 21 22 12
12 195 21 21 21 12
12 195 22 21 20 12
12 195 23 21 19 12
12 195 24 20 24 12
12 195 25 20 23 12
12 195 26 20 22 12
12 195 27 20 21 12
12 195 28 20 20 12
12 195 29 20 19 12
12 195 30 19 24 12
12 195 31 19 23 12
12 195 32 19 22 12
12 195 33 19 21 12
12 195 34 19 20 12
12 195 35 19 19 12
12 196 0 24 18 12
12 196 1 24 17 12
12 196 2 24 16 12
12 196 3 24 15 12
12 196 4 24 14 12
12 196 5 24 13 12
12 196 6 23 18 12
12 196 7 23 17 12
12 196 8 23 16 12
12 196 9 23 15 12
12 196 10 23 14 12
12 196 11 23 13 12
12 196 12 22 18 12
12 196 13 22 17 12
12 196 14 22 16 12
12 196 15 22 15 12
12 196 16 22 14 12
12 196 17 22 13 12
12 196 18 21 18 12
12 196 19 21 17 12
12 196 20 21 16 12
12 196 21 21 15 12
12 196 22 21 14 12
12 196 23 21 13 12
12 196 24 20 18 12
12 196 25 20 17 12
12 196 26 20 16 12
12 196 27 20 15 12
12 196 28 20 14 12
12 196 29 20 13 12
12 196 30 19 18 12
12 196 31 19 17 12
12 196 32 19 16 12
12 196 33 19 15 12
12 196 34 19 14 12
12 196 35 19 13 12
12 197 0 18 7 12
12 197 1 18 8 12
12 197 2 18 9 12
12 197 3 18 10 12
12 197 4 18 11 12
12 197 5 18 12 12
12 197 6 17 7 12
12 197 7 17 8 12
12 197 8 17 9 12
12 197 9 17 10 12
12 197 10 17 11 12
12 197 11 17 12 12
12 197 12 16 7 12
12 197 13 16 8 12
12 197 14 16 9 12
12 197 15 16 10 12
12 197 16 16 11 12
12 197 17 16 12 12
12 197 18 15 7 12
12 197 19 15 8 12
12 197 20 15 9 12
12 197 21 15 10 12
12 197 22 15 11 12
12 197 23 15 12 12
12 197 24 14 7 12
12 197 25 14 8 12
12 197 26 14 9 12
12 197 27 14 10 12
12 197 28 14 11 12
12 197 29 14 12 12
12 197 30 13 7 12
12 197 31 13 8 12
12 197 32 13 9 12
12 197 33 13 10 12
12 197 34 13 11 12
12 197 35 13 12 12
12 198 0 18 1 12
12 198 1 18 2 12
12 198 2 18 3 12
12 198 3 18 4 12
12 198 4 18 5 12
12 198 5 18 6 12
12 198 6 17 1 12
12 198 7 17 2 12
12 198 8 17 3 12
12 198 9 17 4 12
12 198 10 17 5 12
12 198 11 17 6 12
12 198 12 16 1 12
12 198 13 16 2 12
12 198 14 16 3 12
12 198 15 16 4 12
12 198 16 16 5 12
12 198 17 16 6 12
12 198 18 15 1 12
12 198 19 15 2 12
12 198 20 15 3 12
12 198 21 15 4 12
12 198 22 15 5 12
12 198 23 15 6 12
12 198 24 14 1 12
12 198 25 14 2 12
12 198 26 14 3 12
12 198 27 14 4 12
12 198 28 14 5 12
12 198 29 14 6 12
12 198 30 13 1 12
12 198 31 13 2 12
12 198 32 13 3 12
12 198 33 13 4 12
12 198 34 13 5 12
12 198 35 13 6 12
12 199 0 24 12 12
12 199 1 24 11 12
12 199 2 24 10 12
12 199 3 24 9 12
12 199 4 24 8 12
12 199 5 24 7 12
12 199 6 23 12 12
12 199 7 23 11 12
12 199 8 23 10 12
12 199 9 23 9 12
12 199 10 23 8 12
12 199 11 23 7 12
12 199 12 22 12 12
12 199 13 22 11 12
12 199 14 22 10 12
12 199 15 22 9 12
12 199 16 22 8 12
12 199 17 22 7 12
12 199 18 21 12 12
12 199 19 21 11 12
12 199 20 21 10 12
12 199 21 21 9 12
12 199 22 21 8 12
12 199 23 21 7 12
12 199 24 20 12 12
12 199 25 20 11 12
12 199 26 20 10 12
12 199 27 20 9 12
12 199 28 20 8 12
12 199 29 20 7 12
12 199 30 19 12 12
12 199 31 19 11 12
12 199 32 19 10 12
12 199 33 19 9 12
12 199 34 19 8 12
12 199 35 19 7 12
12 200 0 24 6 12
12 200 1 24 5 12
12 200 2 24 4 12
12 200 3 24 3 12
12 200 4 24 2 12
12 200 5 24 1 12
12 200 6 23 6 12
12 200 7 23 5 12
12 200 8 23 4 12
12 200 9 23 3 12
12 200 10 23 2 12
12 200 11 23 1 12
12 200 12 22 6 12
12 200 13 22 5 12
12 200 14 22 4 12
12 200 15 22 3 12
12 200 16 22 2 12
12 200 17 22 1 12
12 200 18 21 6 12
12 200 19 21 5 12
12 200 20 21 4 12
12 200 21 21 3 12
12 200 22 21 2 12
12 200 23 21 1 12
12 200 24 20 6 12
12 200 25 20 5 12
12 200 26 20 4 12
12 200 27 20 3 12
12 200 28 20 2 12
12 200 29 20 1 12
12 200 30 19 6 12
12 200 31 19 5 12
12 200 32 19 4 12
12 200 33 19 3 12
12 200 34 19 2 12
12 200 35 19 1 12
13 201 0 6 19 13
13 201 1 6 20 13
13 201 2 6 21 13
13 201 3 6 22 13
13 201 4 6 23 13
13 201 5 6 24 13
13 201 6 5 19 13
13 201 7 5 20 13
13 201 8 5 21 13
13 201 9 5 22 13
13 201 10 5 23 13
13 201 11 5 24 13
13 201 12 4 19 13
13 201 13 4 20 13
13 201 14 4 21 13
13 201 15 4 22 13
13 201 16 4 23 13
13 201 17 4 24 13
13 201 18 3 19 13
13 201 19 3 20 13
13 201 20 3 21 13
13 201 21 3 22 13
13 201 22 3 23 13
13 201 23 3 24 13
13 201 24 2 19 13
13 201 25 2 20 13
13 201 26 2 21 13
13 201 27 2 22 13
13 201 28 2 23 13
13 201 29 2 24 13
13 201 30 1 19 13
13 201 31 1 20 13
13 201 32 1 21 13
13 201 33 1 22 13
13 201 34 1 23 13
13 201 35 1 24 13
13 202 0 6 13 13
13 202 1 6 14 13
13 202 2 6 15 13
13 202 3 6 16 13
13 202 4 6 17 13
13 202 5 6 18 13
13 202 6 5 13 13
13 202 7 5 14 13
13 202 8 5 15 13
13 202 9 5 16 13
13 202 10 5 17 13
13 202 11 5 18 13
13 202 12 4 13 13
13 202 13 4 14 13
13 202 14 4 15 13
13 202 15 4 16 13
13 202 16 4 17 13
13 202 17 4 18 13
13 202 18 3 13 13
13 202 19 3 14 13
13 202 20 3 15 13
13 202 21 3 16 13
13 202 22 3 17 13
13 202 23 3 18 13
13 202 24 2 13 13
13 202 25 2 14 13
13 202 26 2 15 13
13 202 27 2 16 13
13 202 28 2 17 13
13 202 29 2 18 13
13 202 30 1 13 13
13 202 31 1 14 13
13 202 32 1 15 13
13 202 33 1 16 13
13 202 34 1 17 13
13 202 35 1 18 13
13 203 0 12 24 13
13 203 1 12 23 13
13 203 2 12 22 13
13 203 3 12 21 13
13 203 4 12 20 13
13 203 5 12 19 13
13 203 6 11 24 13
13 203 7 11 23 13
13 203 8 11 22 13
13 203 9 11 21 13
13 203 10 11 20 13
13 203 11 11 19 13
13 203 12 10 24 13
13 203 13 10 23 13
13 203 14 10 22 13
13 203 15 10 21 13
13 203 16 10 20 13
13 203 17 10 19 13
13 203 18 9 24 13
13 203 19 9 23 13
13 203 20 9 22 13
13 203 21 9 21 13
13 203 22 9 20 13
13 203 23 9 19 13
13 203 24 8 24 13
13 203 25 8 23 13
13 203 26 8 22 13
13 203 27 8 21 13
13 203 28 8 20 13
13 203 29 8 19 13
13 203 30 7 24 13
13 203 31 7 23 13
13 203 32 7 22 13
13 203 33 7 21 13
13 203 34 7 20 13
13 203 35 7 19 13
13 204 0 12 18 13
13 204 1 12 17 13
13 204 2 12 16 13
13 204 3 12 15 13
13 204 4 12 14 13
13 204 5 12 13 13
13 204 6 11 18 13
13 204 7 11 17 13
13 204 8 11 16 13
13 204 9 11 15 13
13 204 10 11 14 13
13 204 11 11 13 13
13 204 12 10 18 13
13 204 13 10 17 13
13 204 14 10 16 13
13 204 15 10 15 13
13 204 16 10 14 13
13 204 17 10 13 13
13 204 18 9 18 13
13 204 19 9 17 13
13 204 20 9 16 13
13 204 21 9 15 13
13 204 22 9 14 13
13 204 23 9 13 13
13 204 24 8 18 13
13 204 25 8 17 13
13 204 26 8 16 13
13 204 27 8 15 13
13 204 28 8 14 13
13 204 29 8 13 13
13 204 30 7 18 13
13 204 31 7 17 13
13 204 32 7 16 13
13 204 33 7 15 13
13 204 34 7 14 13
13 204 35 7 13 13
13 205 0 6 7 13
13 205 1 6 8 13
13 205 2 6 9 13
13 205 3 6 10 13
13 205 4 6 11 13
13 205 5 6 12 13
13 205 6 5 7 13
13 205 7 5 8 13
13 205 8 5 9 13
13 205 9 5 10 13
13 205 10 5 11 13
13 205 11 5 12 13
13 205 12 4 7 13
13 205 13 4 8 13
13 205 14 4 9 13
13 205 15 4 10 13
13 205 16 4 11 13
13 205 17 4 12 13
13 205 18 3 7 13
13 205 19 3 8 13
13 205 20 3 9 13
13 205 21 3 10 13
13 205 22 3 11 13
13 205 23 3 12 13
13 205 24 2 7 13
13 205 25 2 8 13
13 205 26 2 9 13
13 205 27 2 10 13
13 205 28 2 11 13
13 205 29 2 12 13
13 205 30 1 7 13
13 205 31 1 8 13
13 205 32 1 9 13
13 205 33 1 10 13
13 205 34 1 11 13
13 205 35 1 12 13
13 206 0 6 1 13
13 206 1 6 2 13
13 206 2 6 3 13
13 206 3 6 4 13
13 206 4 6 5 13
13 206 5 6 6 13
13 206 6 5 1 13
13 206 7 5 2 13
13 206 8 5 3 13
13 206 9 5 4 13
13 206 10 5 5 13
13 206 11 5 6 13
13 206 12 4 1 13
13 206 13 4 2 13
13 206 14 4 3 13
13 206 15 4 4 13
13 206 16 4 5 13
13 206 17 4 6 13
13 206 18 3 1 13
13 206 19 3 2 13
13 206 20 3 3 13
13 206 21 3 4 13
13 206 22 3 5 13
13 206 23 3 6 13
13 206 24 2 1 13
13 206 25 2 2 13
13 206 26 2 3 13
13 206 27 2 4 13
13 206 28 2 5 13
13 206 29 2 6 13
13 206 30 1 1 13
13 206 31 1 2 13
13 206 32 1 3 13
13 206 33 1 4 13
13 206 34 1 5 13
13 206 35 1 6 13
13 207 0 12 12 13
13 207 1 12 11 13
13 207 2 12 10 13
13 207 3 12 9 13
13 207 4 12 8 13
13 207 5 12 7 13
13 207 6 11 12 13
13 207 7 11 11 13
13 207 8 11 10 13
13 207 9 11 9 13
13 207 10 11 8 13
13 207 11 11 7 13
13 207 12 10 12 13
13 207 13 10 11 13
13 207 14 10 10 13
13 207 15 10 9 13
13 207 16 10 8 13
13 207 17 10 7 13
13 207 18 9 12 13
13 207 19 9 11 13
13 207 20 9 10 13
13 207 21 9 9 13
13 207 22 9 8 13
13 207 23 9 7 13
13 207 24 8 12 13
13 207 25 8 11 13
13 207 26 8 10 13
13 207 27 8 9 13
13 207 28 8 8 13
13 207 29 8 7 13
13 207 30 7 12 13
13 207 31 7 11 13
13 207 32 7 10 13
13 207 33 7 9 13
13 207 34 7 8 13
13 207 35 7 7 13
13 208 0 12 6 13
13 208 1 12 5 13
13 208 2 12 4 13
13 208 3 12 3 13
13 208 4 12 2 13
13 208 5 12 1 13
13 208 6 11 6 13
13 208 7 11 5 13
13 208 8 11 4 13
13 208 9 11 3 13
13 208 10 11 2 13
13 208 11 11 1 13
13 208 12 10 6 13
13 208 13 10 5 13
13 208 14 10 4 13
13 208 15 10 3 13
13 208 16 10 2 13
13 208 17 10 1 13
13 208 18 9 6 13
13 208 19 9 5 13
13 208 20 9 4 13
13 208 21 9 3 13
13 208 22 9 2 13
13 208 23 9 1 13
13 208 24 8 6 13
13 208 25 8 5 13
13 208 26 8 4 13
13 208 27 8 3 13
13 208 28 8 2 13
13 208 29 8 1 13
13 208 30 7 6 13
13 208 31 7 5 13
13 208 32 7 4 13
13 208 33 7 3 13
13 208 34 7 2 13
13 208 35 7 1 13
13 209 0 18 19 13
13 209 1 18 20 13
13 209 2 18 21 13
13 209 3 18 22 13
13 209 4 18 23 13
13 209 5 18 24 13
13 209 6 17 19 13
13 209 7 17 20 13
13 209 8 17 21 13
13 209 9 17 22 13
13 209 10 17 23 13
13 209 11 17 24 13
13 209 12 16 19 13
13 209 13 16 20 13
13 209 14 16 21 13
13 209 15 16 22 13
13 209 16 16 23 13
13 209 17 16 24 13
13 209 18 15 19 13
13 209 19 15 20 13
13 209 20 15 21 13
13 209 21 15 22 13
13 209 22 15 23 13
13 209 23 15 24 13
13 209 24 14 19 13
13 209 25 14 20 13
13 209 26 14 21 13
13 209 27 14 22 13
13 209 28 14 23 13
13 209 29 14 24 13
13 209 30 13 19 13
13 209 31 13 20 13
13 209 32 13 21 13
13 209 33 13 22 13
13 209 34 13 23 13
13 209 35 13 24 13
13 210 0 18 13 13
13 210 1 18 14 13
13 210 2 18 15 13
13 210 3 18 16 13
13 210 4 18 17 13
13 210 5 18 18 13
13 210 6 17 13 13
13 210 7 17 14 13
13 210 8 17 15 13
13 210 9 17 16 13
13 210 10 17 17 13
13 210 11 17 18 13
13 210 12 16 13 13
13 210 13 16 14 13
13 210 14 16 15 13
13 210 15 16 16 13
13 210 16 16 17 13
13 210 17 16 18 13
13 210 18 15 13 13
13 210 19 15 14 13
13 210 20 15 15 13
13 210 21 15 16 13
13 210 22 15 17 13
13 210 23 15 18 13
13 210 24 14 13 13
13 210 25 14 14 13
13 210 26 14 15 13
13 210 27 14 16 13
13 210 28 14 17 13
13 210 29 14 18 13
13 210 30 13 13 13
13 210 31 13 14 13
13 210 32 13 15 13
13 210 33 13 16 13
13 210 34 13 17 13
13 210 35 13 18 13
13 211 0 24 24 13
13 211 1 24 23 13
13 211 2 24 22 13
13 211 3 24 21 13
13 211 4 24 20 13
13 211 5 24 19 13
13 211 6 23 24 13
13 211 7 23 23 13
13 211 8 23 22 13
13 211 9 23 21 13
13 211 10 23 20 13
13 211 11 23 19 13
13 211 12 22 24 13
13 211 13 22 23 13
13 211 14 22 22 13
13 211 15 22 21 13
13 211 16 22 20 13
13 211 17 22 19 13
13 211 18 21 24 13
13 211 19 21 23 13
13 211 20 21 22 13
13 211 21 21 21 13
13 211 22 21 20 13
13 211 23 21 19 13
13 211 24 20 24 13
13 211 25 20 23 13
13 211 26 20 22 13
13 211 27 20 21 13
13 211 28 20 20 13
13 211 29 20 19 13
13 211 30 19 24 13
13 211 31 19 23 13
13 211 32 19 22 13
13 211 33 19 21 13
13 211 34 19 20 13
13 211 35 19 19 13
13 212 0 24 18 13
13 212 1 24 17 13
13 212 2 24 16 13
13 212 3 24 15 13
13 212 4 24 14 13
13 212 5 24 13 13
13 212 6 23 18 13
13 212 7 23 17 13
13 212 8 23 16 13
13 212 9 23 15 13
13 212 10 23 14 13
13 212 11 23 13 13
13 212 12 22 18 13
13 212 13 22 17 13
13 212 14 22 16 13
13 212 15 22 15 13
13 212 16 22 14 13
13 212 17 22 13 13
13 212 18 21 18 13
13 212 19 21 17 13
13 212 20 21 16 13
13 212 21 21 15 13
13 212 22 21 14 13
13 212 23 21 13 13
13 212 24 20 18 13
13 212 25 20 17 13
13 212 26 20 16 13
13 212 27 20 15 13
13 212 28 20 14 13
13 212 29 20 13 13
13 212 30 19 18 13
13 212 31 19 17 13
13 212 32 19 16 13
13 212 33 19 15 13
13 212 34 19 14 13
13 212 35 19 13 13
13 213 0 18 7 13
13 213 1 18 8 13
13 213 2 18 9 13
13 213 3 18 10 13
13 213 4 18 11 13
13 213 5 18 12 13
13 213 6 17 7 13
13 213 7 17 8 13
13 213 8 17 9 13
13 213 9 17 10 13
13 213 10 17 11 13
13 213 11 17 12 13
13 213 12 16 7 13
13 213 13 16 8 13
13 213 14 16 9 13
13 213 15 16 10 13
13 213 16 16 11 13
13 213 17 16 12 13
13 213 18 15 7 13
13 213 19 15 8 13
13 213 20 15 9 13
13 213 21 15 10 13
13 213 22 15 11 13
13 213 23 15 12 13
13 213 24 14 7 13
13 213 25 14 8 13
13 213 26 14 9 13
13 213 27 14 10 13
13 213 28 14 11 13
13 213 29 14 12 13
13 213 30 13 7 13
13 213 31 13 8 13
13 213 32 13 9 13
13 213 33 13 10 13
13 213 34 13 11 13
13 213 35 13 12 13
13 214 0 18 1 13
13 214 1 18 2 13
13 214 2 18 3 13
13 214 3 18 4 13
13 214 4 18 5 13
13 214 5 18 6 13
13 214 6 17 1 13
13 214 7 17 2 13
13 214 8 17 3 13
13 214 9 17 4 13
13 214 10 17 5 13
13 214 11 17 6 13
13 214 12 16 1 13
13 214 13 16 2 13
13 214 14 16 3 13
13 214 15 16 4 13
13 214 16 16 5 13
13 214 17 16 6 13
13 214 18 15 1 13
13 214 19 15 2 13
13 214 20 15 3 13
13 214 21 15 4 13
13 214 22 15 5 13
13 214 23 15 6 13
13 214 24 14 1 13
13 214 25 14 2 13
13 214 26 14 3 13
13 214 27 14 4 13
13 214 28 14 5 13
13 214 29 14 6 13
13 214 30 13 1 13
13 214 31 13 2 13
13 214 32 13 3 13
13 214 33 13 4 13
13 214 34 13 5 13
13 214 35 13 6 13
13 215 0 24 12 13
13 215 1 24 11 13
13 215 2 24 10 13
13 215 3 24 9 13
13 215 4 24 8 13
13 215 5 24 7 13
13 215 6 23 12 13
13 215 7 23 11 13
13 215 8 23 10 13
13 215 9 23 9 13
13 215 10 23 8 13
13 215 11 23 7 13
13 215 12 22 12 13
13 215 13 22 11 13
13 215 14 22 10 13
13 215 15 22 9 13
13 215 16 22 8 13
13 215 17 22 7 13
13 215 18 21 12 13
13 215 19 21 11 13
13 215 20 21 10 13
13 215 21 21 9 13
13 215 22 21 8 13
13 215 23 21 7 13
13 215 24 20 12 13
13 215 25 20 11 13
13 215 26 20 10 13
13 215 27 20 9 13
13 215 28 20 8 13
13 215 29 20 7 13
13 215 30 19 12 13
13 215 31 19 11 13
13 215 32 19 10 13
13 215 33 19 9 13
13 215 34 19 8 13
13 215 35 19 7 13
13 216 0 24 6 13
13 216 1 24 5 13
13 216 2 24 4 13
13 216 3 24 3 13
13 216 4 24 2 13
13 216 5 24 1 13
13 216 6 23 6 13
13 216 7 23 5 13
13 216 8 23 4 13
13 216 9 23 3 13
13 216 10 23 2 13
13 216 11 23 1 13
13 216 12 22 6 13
13 216 13 22 5 13
13 216 14 22 4 13
13 216 15 22 3 13
13 216 16 22 2 13
13 216 17 22 1 13
13 216 18 21 6 13
13 216 19 21 5 13
13 216 20 21 4 13
13 216 21 21 3 13
13 216 22 21 2 13
13 216 23 21 1 13
13 216 24 20 6 13
13 216 25 20 5 13
13 216 26 20 4 13
13 216 27 20 3 13
13 216 28 20 2 13
13 216 29 20 1 13
13 216 30 19 6 13
13 216 31 19 5 13
13 216 32 19 4 13
13 216 33 19 3 13
13 216 34 19 2 13
13 216 35 19 1 13
14 217 0 6 19 14
14 217 1 6 20 14
14 217 2 6 21 14
14 217 3 6 22 14
14 217 4 6 23 14
14 217 5 6 24 14
14 217 6 5 19 14
14 217 7 5 20 14
14 217 8 5 21 14
14 217 9 5 22 14
14 217 10 5 23 14
14 217 11 5 24 14
14 217 12 4 19 14
14 217 13 4 20 14
14 217 14 4 21 14
14 217 15 4 22 14
14 217 16 4 23 14
14 217 17 4 24 14
14 217 18 3 19 14
14 217 19 3 20 14
14 217 20 3 21 14
14 217 21 3 22 14
14 217 22 3 23 14
14 217 23 3 24 14
14 217 24 2 19 14
14 217 25 2 20 14
14 217 26 2 21 14
14 217 27 2 22 14
14 217 28 2 23 14
14 217 29 2 24 14
14 217 30 1 19 14
14 217 31 1 20 14
14 217 32 1 21 14
14 217 33 1 22 14
14 217 34 1 23 14
14 217 35 1 24 14
14 218 0 6 13 14
14 218 1 6 14 14
14 218 2 6 15 14
14 218 3 6 16 14
14 218 4 6 17 14
14 218 5 6 18 14
14 218 6 5 13 14
14 218 7 5 14 14
14 218 8 5 15 14
14 218 9 5 16 14
14 218 10 5 17 14
14 218 11 5 18 14
14 218 12 4 13 14
14 218 13 4 14 14
14 218 14 4 15 14
14 218 15 4 16 14
14 218 16 4 17 14
14 218 17 4 18 14
14 218 18 3 13 14
14 218 19 3 14 14
14 218 20 3 15 14
14 218 21 3 16 14
14 218 22 3 17 14
14 218 23 3 18 14
14 218 24 2 13 14
14 218 25 2 14 14
14 218 26 2 15 14
14 218 27 2 16 14
14 218 28 2 17 14
14 218 29 2 18 14
14 218 30 1 13 14
14 218 31 1 14 14
14 218 32 1 15 14
14 218 33 1 16 14
14 218 34 1 17 14
14 218 35 1 18 14
14 219 0 12 24 14
14 219 1 12 23 14
14 219 2 12 22 14
14 219 3 12 21 14
14 219 4 12 20 14
14 219 5 12 19 14
14 219 6 11 24 14
14 219 7 11 23 14
14 219 8 11 22 14
14 219 9 11 21 14
14 219 10 11 20 14
14 219 11 11 19 14
14 219 12 10 24 14
14 219 13 10 23 14
14 219 14 10 22 14
14 219 15 10 21 14
14 219 16 10 20 14
14 219 17 10 19 14
14 219 18 9 24 14
14 219 19 9 23 14
14 219 20 9 22 14
14 219 21 9 21 14
14 219 22 9 20 14
14 219 23 9 19 14
14 219 24 8 24 14
14 219 25 8 23 14
14 219 26 8 22 14
14 219 27 8 21 14
14 219 28 8 20 14
14 219 29 8 19 14
14 219 30 7 24 14
14 219 31 7 23 14
14 219 32 7 22 14
14 219 33 7 21 14
14 219 34 7 20 14
14 219 35 7 19 14
14 220 0 12 18 14
14 220 1 12 17 14
14 220 2 12 16 14
14 220 3 12 15 14
14 220 4 12 14 14
14 220 5 12 13 14
14 220 6 11 18 14
14 220 7 11 17 14
14 220 8 11 16 14
14 220 9 11 15 14
14 220 10 11 14 14
14 220 11 11 13 14
14 220 12 10 18 14
14 220 13 10 17 14
14 220 14 10 16 14
14 220 15 10 15 14
14 220 16 10 14 14
14 220 17 10 13 14
14 220 18 9 18 14
14 220 19 9 17 14
14 220 20 9 16 14
14 220 21 9 15 14
14 220 22 9 14 14
14 220 23 9 13 14
14 220 24 8 18 14
14 220 25 8 17 14
14 220 26 8 16 14
14 220 27 8 15 14
14 220 28 8 14 14
14 220 29 8 13 14
14 220 30 7 18 14
14 220 31 7 17 14
14 220 32 7 16 14
14 220 33 7 15 14
14 220 34 7 14 14
14 220 35 7 13 14
14 221 0 6 7 14
14 221 1 6 8 14
14 221 2 6 9 14
14 221 3 6 10 14
14 221 4 6 11 14
14 221 5 6 12 14
14 221 6 5 7 14
14 221 7 5 8 14
14 221 8 5 9 14
14 221 9 5 10 14
14 221 10 5 11 14
14 221 11 5 12 14
14 221 12 4 7 14
14 221 13 4 8 14
14 221 14 4 9 14
14 221 15 4 10 14
14 221 16 4 11 14
14 221 17 4 12 14
14 221 18 3 7 14
14 221 19 3 8 14
14 221 20 3 9 14
14 221 21 3 10 14
14 221 22 3 11 14
14 221 23 3 12 14
14 221 24 2 7 14
14 221 25 2 8 14
14 221 26 2 9 14
14 221 27 2 10 14
14 221 28 2 11 14
14 221 29 2 12 14
14 221 30 1 7 14
14 221 31 1 8 14
14 221 32 1 9 14
14 221 33 1 10 14
14 221 34 1 11 14
14 221 35 1 12 14
14 222 0 6 1 14
14 222 1 6 2 14
14 222 2 6 3 14
14 222 3 6 4 14
14 222 4 6 5 14
14 222 5 6 6 14
14 222 6 5 1 14
14 222 7 5 2 14
14 222 8 5 3 14
14 222 9 5 4 14
14 222 10 5 5 14
14 222 11 5 6 14
14 222 12 4 1 14
14 222 13 4 2 14
14 222 14 4 3 14
14 222 15 4 4 14
14 222 16 4 5 14
14 222 17 4 6 14
14 222 18 3 1 14
14 222 19 3 2 14
14 222 20 3 3 14
14 222 21 3 4 14
14 222 22 3 5 14
14 222 23 3 6 14
14 222 24 2 1 14
14 222 25 2 2 14
14 222 26 2 3 14
14 222 27 2 4 14
14 222 28 2 5 14
14 222 29 2 6 14
14 222 30 1 1 14
14 222 31 1 2 14
14 222 32 1 3 14
14 222 33 1 4 14
14 222 34 1 5 14
14 222 35 1 6 14
14 223 0 12 12 14
14 223 1 12 11 14
14 223 2 12 10 14
14 223 3 12 9 14
14 223 4 12 8 14
14 223 5 12 7 14
14 223 6 11 12 14
14 223 7 11 11 14
14 223 8 11 10 14
14 223 9 11 9 14
14 223 10 11 8 14
14 223 11 11 7 14
14 223 12 10 12 14
14 223 13 10 11 14
14 223 14 10 10 14
14 223 15 10 9 14
14 223 16 10 8 14
14 223 17 10 7 14
14 223 18 9 12 14
14 223 19 9 11 14
14 223 20 9 10 14
14 223 21 9 9 14
14 223 22 9 8 14
14 223 23 9 7 14
14 223 24 8 12 14
14 223 25 8 11 14
14 223 26 8 10 14
14 223 27 8 9 14
14 223 28 8 8 14
14 223 29 8 7 14
14 223 30 7 12 14
14 223 31 7 11 14
14 223 32 7 10 14
14 223 33 7 9 14
14 223 34 7 8 14
14 223 35 7 7 14
14 224 0 12 6 14
14 224 1 12 5 14
14 224 2 12 4 14
14 224 3 12 3 14
14 224 4 12 2 14
14 224 5 12 1 14
14 224 6 11 6 14
14 224 7 11 5 14
14 224 8 11 4 14
14 224 9 11 3 14
14 224 10 11 2 14
14 224 11 11 1 14
14 224 12 10 6 14
14 224 13 10 5 14
14 224 14 10 4 14
14 224 15 10 3 14
14 224 16 10 2 14
14 224 17 10 1 14
14 224 18 9 6 14
14 224 19 9 5 14
14 224 20 9 4 14
14 224 21 9 3 14
14 224 22 9 2 14
14 224 23 9 1 14
14 224 24 8 6 14
14 224 25 8 5 14
14 224 26 8 4 14
14 224 27 8 3 14
14 224 28 8 2 14
14 224 29 8 1 14
14 224 30 7 6 14
14 224 31 7 5 14
14 224 32 7 4 14
14 224 33 7 3 14
14 224 34 7 2 14
14 224 35 7 1 14
14 225 0 18 19 14
14 225 1 18 20 14
14 225 2 18 21 14
14 225 3 18 22 14
14 225 4 18 23 14
14 225 5 18 24 14
14 225 6 17 19 14
14 225 7 17 20 14
14 225 8 17 21 14
14 225 9 17 22 14
14 225 10 17 23 14
14 225 11 17 24 14
14 225 12 16 19 14
14 225 13 16 20 14
14 225 14 16 21 14
14 225 15 16 22 14
14 225 16 16 23 14
14 225 17 16 24 14
14 225 18 15 19 14
14 225 19 15 20 14
14 225 20 15 21 14
14 225 21 15 22 14
14 225 22 15 23 14
14 225 23 15 24 14
14 225 24 14 19 14
14 225 25 14 20 14
14 225 26 14 21 14
14 225 27 14 22 14
14 225 28 14 23 14
14 225 29 14 24 14
14 225 30 13 19 14
14 225 31 13 20 14
14 225 32 13 21 14
14 225 33 13 22 14
14 225 34 13 23 14
14 225 35 13 24 14
14 226 0 18 13 14
